,is_genuine,diagonal,height_left,height_right,margin_low,margin_up,length
497,True,172.45,103.95,103.5,4.1,3.08,113.23
498,True,171.76,104.01,103.68,4.07,2.75,112.81
499,True,172.04,104.34,103.55,3.52,3.02,113.64
500,True,171.95,104.11,103.87,4.2,2.81,113.52
501,True,171.87,103.73,103.69,4.06,3.1,112.96
502,True,171.7,103.79,103.98,4.44,3.03,113.94
503,True,172.46,103.51,103.85,4.23,3.14,113.38
504,True,171.68,103.95,103.6,3.98,2.93,113.22
505,True,172.01,103.97,104.05,4.13,2.98,113.65
506,True,171.82,104.27,103.55,4.21,3.2,113.28
507,True,171.97,104.05,104.11,4.15,2.99,113.66
508,True,171.82,104.12,103.95,4.18,3.01,113.47
509,True,171.4,103.96,103.85,4.15,2.81,113.45
510,True,171.87,103.87,104.27,4.44,2.94,112.95
511,True,172.44,103.69,104.16,3.73,3.14,112.98
512,True,171.95,104.09,103.73,4.34,3.07,113.49
513,True,171.77,104.19,103.69,4.17,2.85,112.89
514,True,171.43,104.42,103.41,4.06,3.13,113.26
515,True,172.21,103.25,103.78,4.48,3.0,113.25
516,True,171.91,104.34,103.73,3.71,2.95,113.69
517,True,171.53,103.69,103.51,3.97,3.08,112.71
518,True,171.36,104.15,103.76,3.44,3.31,112.76
519,True,172.13,103.76,103.33,4.37,3.48,113.34
520,True,172.12,103.66,104.22,3.81,3.04,112.97
521,True,171.89,104.3,103.57,3.98,2.75,112.92
522,True,172.02,104.42,102.91,3.86,3.12,113.43
523,True,172.13,103.57,103.8,4.4,3.16,113.75
524,True,172.09,103.61,103.9,4.58,3.26,112.88
525,True,171.97,103.61,103.6,4.89,3.17,112.96
526,True,171.88,103.61,103.9,4.4,3.0,112.97
527,True,171.92,103.79,103.34,3.84,2.8,113.0
528,True,172.32,103.69,103.6,4.24,3.29,112.74
529,True,172.16,104.17,103.27,4.1,3.11,113.08
530,True,171.9,103.94,103.38,3.67,2.87,113.28
531,True,172.22,104.0,103.98,3.99,3.41,112.94
532,True,171.73,103.77,103.95,4.25,3.08,112.75
533,True,172.33,103.73,103.8,3.77,2.86,113.58
534,True,171.76,104.04,103.88,4.18,3.21,113.15
535,True,171.68,104.18,103.89,4.4,3.33,113.21
536,True,172.38,103.64,103.81,4.46,3.14,114.07
537,True,171.61,103.86,104.06,4.31,3.1,112.64
538,True,171.9,104.5,103.49,4.08,2.82,113.5
539,True,171.87,103.75,103.55,3.86,2.82,113.38
540,True,171.96,103.68,103.84,4.46,3.07,112.74
541,True,171.49,103.63,103.83,3.85,3.26,113.1
542,True,171.64,103.95,103.45,3.98,3.11,113.21
543,True,172.3,103.98,103.72,4.28,3.01,112.97
544,True,172.25,104.08,103.59,4.52,3.01,113.46
545,True,171.99,103.75,104.14,4.19,2.82,112.83
546,True,171.73,103.76,103.91,4.28,3.17,113.09
547,True,172.37,104.41,103.75,3.71,2.8,113.41
548,True,172.05,103.75,103.47,4.19,2.98,112.89
549,True,171.89,104.22,104.18,4.11,2.89,113.53
550,True,171.79,104.37,103.37,4.31,3.18,113.61
551,True,171.56,103.44,104.09,4.41,2.97,113.59
552,True,171.86,103.93,103.8,4.27,2.86,113.97
553,True,171.51,104.49,103.4,3.85,3.12,112.76
554,True,171.61,103.76,103.89,4.02,3.17,112.81
555,True,172.07,104.18,104.1,4.47,2.7,113.99
556,True,171.83,104.54,103.91,4.11,3.05,113.55
557,True,171.24,103.81,103.74,4.69,3.29,113.53
558,True,171.81,103.79,103.94,4.14,3.08,112.62
559,True,172.12,103.59,103.77,3.74,3.21,113.32
560,True,172.09,104.02,103.79,3.8,3.28,112.98
561,True,172.25,103.71,103.97,3.93,3.0,113.38
562,True,172.45,103.78,103.79,3.9,2.87,112.34
563,True,171.87,103.99,104.11,3.66,3.15,113.35
564,True,172.0,104.1,104.36,3.83,2.92,113.0
565,True,172.23,104.0,103.35,4.43,2.95,113.12
566,True,172.15,103.51,103.76,4.26,3.13,112.94
567,True,172.13,104.08,103.64,3.93,2.82,112.85
568,True,172.05,104.11,104.07,3.6,2.78,112.93
569,True,171.93,104.08,103.78,4.03,2.85,113.61
570,True,171.57,104.07,103.85,3.82,3.44,113.4
571,True,171.95,103.76,103.99,3.25,2.78,113.2
572,True,171.83,103.8,104.22,4.66,2.76,113.25
573,True,172.28,104.09,104.2,3.66,2.83,113.48
574,True,172.35,104.13,103.58,4.75,3.19,113.42
575,True,171.99,104.1,103.57,3.64,3.42,113.64
576,True,172.03,103.63,104.0,3.7,3.37,113.77
577,True,172.01,103.62,103.26,4.91,2.86,113.16
578,True,172.53,103.8,103.82,4.64,3.28,113.54
579,True,172.03,104.19,104.01,3.99,3.04,113.15
580,True,171.76,104.48,104.01,4.35,3.37,113.09
581,True,172.51,103.57,104.27,3.72,3.33,113.47
582,True,172.13,103.99,104.22,3.61,2.91,113.39
583,True,171.68,103.84,103.98,3.52,3.01,113.45
584,True,171.98,104.18,103.96,4.41,2.84,113.01
585,True,171.97,104.04,103.82,4.04,3.38,113.05
586,True,171.89,104.33,103.97,3.95,3.17,113.12
587,True,171.74,103.72,103.52,3.94,2.77,113.09
588,True,171.92,103.67,104.24,4.11,3.09,113.23
589,True,172.04,104.16,104.05,4.0,3.28,112.78
590,True,171.85,103.58,104.17,4.32,3.07,113.59
591,True,171.67,103.81,103.76,4.59,3.3,112.18
592,True,171.99,103.54,103.44,3.8,3.08,113.04
593,True,172.29,104.46,104.42,3.97,2.9,113.38
594,True,171.65,103.43,103.83,4.36,3.1,113.53
595,True,171.96,103.83,103.87,3.52,2.71,113.52
596,True,172.24,104.51,103.9,4.06,2.88,112.58
597,True,171.95,103.85,104.28,4.13,3.22,113.24
598,True,171.67,103.88,103.94,4.2,2.93,112.84
599,True,172.31,103.93,103.32,4.73,2.85,113.23
600,True,172.2,103.82,103.74,4.22,3.03,113.69
601,True,171.74,103.25,104.07,3.8,2.95,113.07
602,True,171.68,103.88,104.14,4.0,2.96,113.71
603,True,172.08,104.03,103.42,3.79,2.77,113.27
604,True,172.45,103.85,103.89,4.03,3.03,113.24
605,True,172.37,104.26,103.87,4.47,3.12,112.82
606,True,171.52,104.52,103.96,3.43,3.01,113.44
607,True,171.91,104.17,103.62,4.01,2.89,112.73
608,True,172.34,104.5,103.66,4.19,3.08,112.68
609,True,172.53,103.47,103.99,3.84,2.71,112.74
610,True,171.8,103.71,103.67,4.48,3.18,112.76
611,True,171.8,103.68,103.49,4.06,3.3,112.84
612,True,171.95,103.35,103.76,3.85,3.29,113.07
613,True,172.45,104.52,103.72,4.12,3.34,113.06
614,True,172.4,103.86,103.88,3.87,2.97,113.49
615,True,171.95,103.77,103.81,4.13,3.09,113.24
616,True,172.51,104.23,103.85,4.74,2.91,112.81
617,True,172.36,103.89,103.67,4.34,3.07,113.75
618,True,172.22,103.75,103.55,3.93,3.05,113.48
619,True,172.26,104.06,103.99,4.03,2.84,113.14
620,True,171.87,103.4,103.82,4.06,2.94,113.02
621,True,171.99,103.69,103.51,3.9,3.02,113.04
622,True,171.56,104.32,104.33,3.92,2.97,113.04
623,True,171.85,104.33,104.03,4.23,3.19,112.46
624,True,172.09,103.98,103.39,4.1,2.95,112.79
625,True,172.05,103.42,104.1,4.45,2.99,112.67
626,True,171.98,104.44,104.08,4.67,3.21,112.73
627,True,172.0,104.23,103.74,4.41,2.76,112.96
628,True,171.44,103.52,103.49,4.09,3.12,113.23
629,True,172.01,104.03,103.67,3.9,3.18,112.61
630,True,172.49,104.33,104.03,4.28,3.07,112.71
631,True,172.75,104.33,103.97,4.34,3.14,113.12
632,True,171.66,104.17,104.16,4.75,2.94,113.52
633,True,172.4,104.19,103.98,4.08,2.93,113.44
634,True,172.2,103.93,103.49,3.8,2.99,113.63
635,True,172.21,104.27,104.01,4.23,2.79,113.78
636,True,171.13,104.28,103.14,4.16,2.92,113.0
637,True,171.51,103.85,103.36,4.49,2.8,113.87
638,True,171.81,104.1,103.69,4.29,2.95,112.72
639,True,171.88,103.66,103.52,4.66,2.75,113.25
640,True,171.91,104.34,103.77,4.45,2.95,112.66
641,True,171.79,103.51,103.25,4.05,3.08,112.71
642,True,171.85,103.9,103.74,4.13,3.07,113.15
643,True,172.07,103.83,103.71,4.44,2.99,113.11
644,True,171.81,103.91,103.78,3.66,3.28,113.59
645,True,171.73,103.82,103.85,3.97,3.12,112.85
646,True,171.59,103.23,103.64,4.01,2.94,113.59
647,True,171.71,103.83,103.51,3.8,3.02,113.01
648,True,172.22,104.48,104.06,4.59,2.91,112.82
649,True,171.59,104.06,103.99,3.93,3.24,112.8
650,True,172.32,104.16,104.14,3.78,3.25,113.38
651,True,171.62,103.49,103.58,3.95,3.0,113.1
652,True,172.14,103.74,103.52,4.56,2.83,113.43
653,True,172.53,103.99,103.55,4.5,3.1,113.03
654,True,171.97,103.69,103.54,4.19,2.7,112.79
655,True,172.09,104.06,103.9,3.97,3.32,113.09
656,True,172.07,103.97,103.84,4.05,3.12,113.18
657,True,171.82,103.77,103.79,4.36,2.77,113.79
658,True,172.19,104.05,103.81,3.9,3.22,113.52
659,True,171.84,103.75,103.38,4.08,2.7,113.72
660,True,172.14,104.01,104.0,3.64,3.16,113.37
661,True,171.69,104.22,104.62,4.11,3.25,113.4
662,True,171.83,103.76,103.76,4.4,2.88,113.84
663,True,171.8,103.78,103.65,3.73,3.12,113.63
664,True,172.05,103.7,103.75,5.04,2.27,113.55
665,True,172.57,104.65,104.44,4.54,2.99,113.16
666,True,172.38,103.55,103.8,3.97,2.9,113.3
667,True,171.58,103.65,103.37,3.54,3.19,113.38
668,True,171.96,103.51,103.75,4.06,3.33,113.53
669,True,172.14,104.34,104.2,4.63,3.02,112.47
670,True,172.27,104.29,104.22,3.89,3.53,113.5
671,True,172.07,103.64,103.67,3.86,3.2,113.83
672,True,172.19,104.61,103.69,4.0,3.26,112.91
673,True,171.82,103.78,103.76,3.81,3.25,113.36
674,True,172.04,103.94,103.76,3.81,3.24,113.41
675,True,171.6,103.85,103.91,4.22,2.56,113.27
676,True,171.69,103.9,104.13,4.07,2.92,113.52
677,True,172.05,103.9,103.76,4.52,2.71,113.42
678,True,172.15,103.65,103.66,3.6,3.5,113.24
679,True,171.75,104.16,104.0,4.19,3.03,113.55
680,True,172.03,103.87,103.4,4.29,3.01,113.09
681,True,172.49,104.44,103.98,4.08,3.07,113.16
682,True,172.24,104.51,103.97,4.18,3.22,113.21
683,True,172.59,104.22,104.01,4.47,2.95,113.19
684,True,172.13,103.76,103.85,3.65,3.24,112.92
685,True,172.21,104.28,104.37,4.06,3.3,113.92
686,True,172.41,104.14,104.06,4.45,2.94,113.98
687,True,172.02,104.23,104.26,4.92,2.89,113.49
688,True,172.11,103.67,103.43,4.19,2.98,113.09
689,True,172.22,103.75,103.49,3.69,3.17,113.14
690,True,172.33,103.83,103.54,3.98,3.18,113.31
691,True,171.64,103.58,103.46,3.72,3.2,113.3
692,True,172.49,103.92,103.91,4.42,2.84,113.38
693,True,172.0,104.32,104.26,4.53,3.04,112.93
694,True,171.49,103.77,103.6,4.01,3.09,112.95
695,True,172.1,103.98,103.86,4.47,3.06,113.0
696,True,171.81,103.96,103.47,4.0,3.0,113.1
697,True,171.9,104.0,104.07,4.52,3.09,113.6
698,True,172.24,103.97,104.11,4.02,2.84,113.15
699,True,171.71,103.52,103.34,4.12,3.31,113.15
700,True,172.22,103.96,103.97,4.94,2.99,113.01
701,True,172.03,103.64,103.59,3.63,3.04,112.96
702,True,172.11,104.06,104.21,4.42,3.06,113.18
703,True,172.1,103.85,103.68,4.25,2.91,113.4
704,True,171.75,103.6,103.4,4.02,2.84,112.9
705,True,172.46,103.75,104.02,4.26,3.22,113.63
706,True,172.17,103.31,103.89,4.38,3.13,113.48
707,True,172.48,104.56,104.03,3.79,2.97,113.65
708,True,171.99,104.03,103.43,4.08,2.98,113.28
709,True,172.07,104.21,103.82,4.29,3.35,113.3
710,True,172.03,103.97,103.86,4.11,3.07,112.65
711,True,172.43,103.6,104.12,4.57,3.08,112.95
712,True,172.09,103.68,103.99,3.74,3.28,113.27
713,True,171.56,103.92,103.5,4.41,2.66,113.55
714,True,172.03,104.69,103.87,4.17,2.79,112.85
715,True,172.36,104.11,103.31,4.04,2.98,113.37
716,True,171.77,103.92,103.9,4.61,2.95,112.95
717,True,172.43,103.97,103.93,3.99,3.08,112.66
718,True,172.43,103.58,103.77,3.95,2.62,112.81
719,True,171.79,103.65,103.61,4.19,3.06,113.6
720,True,171.86,103.47,103.59,4.04,2.97,113.22
721,True,171.65,103.95,103.61,4.03,3.25,113.06
722,True,172.3,104.04,103.93,4.33,2.92,113.19
723,True,171.99,103.97,103.89,4.22,3.17,113.12
724,True,172.16,104.43,104.06,4.51,3.19,112.69
725,True,171.73,103.6,103.34,3.82,3.15,112.89
726,True,171.79,103.74,103.48,4.6,2.8,113.35
727,True,172.05,103.72,103.81,4.21,2.97,113.61
728,True,171.94,104.11,104.16,4.08,3.35,111.76
729,True,171.04,103.84,103.64,4.22,3.36,112.7
730,True,172.17,103.93,103.62,4.06,3.08,113.1
731,True,171.97,103.69,104.17,4.32,3.0,112.82
732,True,171.52,103.92,103.66,3.81,3.15,113.54
733,True,172.1,103.94,103.75,3.66,3.2,113.78
734,True,171.35,103.7,103.43,3.71,3.22,113.28
735,True,171.92,103.93,104.06,4.38,2.97,113.01
736,True,171.69,103.85,103.53,3.86,3.19,112.68
737,True,172.16,104.39,103.85,3.77,3.32,112.55
738,True,171.7,103.88,103.56,3.89,3.03,113.6
739,True,172.07,103.74,103.76,4.11,3.09,112.41
740,True,171.95,103.84,103.68,3.79,3.09,112.68
741,True,172.17,103.75,103.29,4.43,2.88,113.38
742,True,172.14,104.06,103.96,4.08,3.24,113.07
743,True,172.3,104.58,104.17,4.36,3.33,112.98
744,True,172.1,103.95,103.72,4.49,3.07,113.15
745,True,172.16,103.92,103.76,4.35,2.84,113.21
746,True,172.02,103.73,103.31,4.35,3.07,113.62
747,True,171.91,104.28,103.92,3.64,3.36,113.15
748,True,171.99,103.91,103.79,4.05,3.11,113.67
749,True,171.77,103.73,103.48,4.21,2.92,113.24
750,True,171.69,104.05,103.73,3.87,3.21,113.56
751,True,172.67,104.69,104.18,4.31,2.94,113.59
752,True,171.45,104.21,104.19,3.91,3.01,113.11
753,True,171.96,103.4,104.29,3.77,3.24,112.87
754,True,172.34,104.2,103.69,3.32,3.09,113.44
755,True,171.62,104.12,103.81,4.38,3.13,112.64
756,True,171.72,103.95,104.11,3.75,3.13,113.51
757,True,172.44,104.06,103.79,4.28,3.16,113.31
758,True,171.66,104.12,103.94,4.44,3.19,113.25
759,True,172.24,104.06,103.53,4.13,2.89,112.38
760,True,171.54,103.7,103.89,3.88,3.1,113.06
761,True,172.16,103.93,103.04,4.14,2.99,113.26
762,True,172.02,104.01,103.57,4.5,2.77,112.72
763,True,172.41,104.43,103.65,3.97,3.35,113.71
764,True,171.74,103.59,103.94,3.96,3.12,113.71
765,True,171.91,103.88,103.79,4.17,3.29,113.38
766,True,172.46,103.89,103.74,3.57,3.02,112.7
767,True,172.62,104.0,104.03,4.31,3.29,113.1
768,True,171.69,103.91,103.26,4.04,3.22,113.56
769,True,171.99,103.27,103.31,3.78,3.0,113.51
770,True,171.8,104.17,103.8,4.67,2.88,113.03
771,True,172.1,104.3,103.74,3.85,2.76,113.1
772,True,172.12,103.95,104.08,4.5,3.06,113.18
773,True,172.03,103.93,103.53,4.43,3.1,113.37
774,True,172.0,103.69,103.91,4.12,3.33,112.84
775,True,172.53,104.29,103.87,4.17,2.98,112.64
776,True,171.26,103.87,104.41,4.43,2.88,113.9
777,True,172.26,104.03,103.98,3.97,2.97,112.89
778,True,171.92,103.6,103.92,4.33,3.02,113.16
779,True,172.13,103.34,103.62,3.93,2.86,113.66
780,True,172.41,103.95,103.79,4.1,3.13,113.41
781,True,171.93,104.34,103.72,3.78,2.93,113.52
782,True,172.25,104.02,104.16,3.87,3.16,113.77
783,True,172.28,104.03,104.14,4.48,3.07,113.32
784,True,172.51,103.78,103.94,4.24,3.39,113.13
785,True,172.19,103.42,103.61,4.18,3.12,112.74
786,True,171.42,103.33,103.54,3.87,3.39,112.87
787,True,172.25,103.96,103.49,4.5,3.29,113.29
788,True,171.99,103.67,103.76,3.12,2.99,113.22
789,True,172.0,103.84,103.72,4.77,2.87,113.84
790,True,171.55,104.05,104.05,4.29,2.99,113.37
791,True,171.82,103.67,103.8,4.6,3.49,113.32
792,True,172.28,103.98,103.98,4.51,2.92,113.07
793,True,172.47,104.46,103.41,4.4,2.99,113.36
794,True,171.88,103.84,103.87,4.18,3.54,113.31
795,True,171.9,103.81,103.8,4.15,3.01,112.82
796,True,171.64,103.75,104.17,4.17,2.98,113.14
797,True,171.96,104.18,104.04,4.57,2.86,113.58
798,True,171.96,103.84,103.62,4.13,3.01,114.44
799,True,172.5,104.03,103.79,4.27,2.9,112.72
800,True,171.96,104.09,103.67,3.75,2.58,113.28
801,True,172.19,103.84,104.62,4.14,3.21,113.45
802,True,171.35,104.62,103.58,4.32,2.88,113.42
803,True,171.87,103.27,104.5,3.85,3.03,113.19
804,True,171.34,103.95,103.29,4.89,2.76,112.58
805,True,171.38,103.75,103.16,4.32,3.02,113.25
806,True,171.91,103.99,103.76,3.62,3.04,113.0
807,True,171.36,103.61,103.96,3.97,3.22,113.45
808,True,172.16,104.36,104.02,4.11,2.97,113.55
809,True,172.01,103.51,103.48,4.42,3.13,113.5
810,True,172.17,104.44,103.31,4.15,3.31,112.96
811,True,171.56,103.81,103.8,4.24,3.35,113.8
812,True,171.58,103.34,103.82,3.53,2.92,113.63
813,True,172.29,103.95,103.99,3.86,2.83,113.35
814,True,171.87,103.94,103.22,3.71,3.09,113.19
815,True,171.9,104.22,103.56,3.52,3.2,113.23
816,True,171.84,103.62,103.93,4.29,2.95,113.22
817,True,172.21,103.96,103.55,3.91,2.73,113.36
818,True,172.15,104.13,103.52,4.0,3.09,112.93
819,True,172.2,104.01,103.74,4.06,3.17,112.94
820,True,171.88,104.44,103.5,4.53,3.06,113.52
821,True,172.29,104.04,103.94,3.81,3.0,113.6
822,True,171.97,103.79,103.56,4.17,3.11,113.58
823,True,171.86,103.78,103.5,3.88,3.08,113.62
824,True,172.1,104.09,103.83,4.49,3.25,113.37
825,True,171.94,104.03,103.49,4.16,2.87,113.05
826,True,172.21,103.95,103.74,3.79,2.99,113.51
827,True,172.45,103.94,103.9,4.28,2.85,113.37
828,True,172.92,103.55,103.94,4.78,3.27,113.55
829,True,172.26,104.14,103.73,4.41,2.96,112.91
830,True,171.49,103.94,103.85,4.32,3.32,113.67
831,True,172.1,103.57,103.8,4.2,3.02,113.27
832,True,171.8,104.3,103.58,4.75,3.0,112.94
833,True,172.22,103.71,103.43,4.13,3.06,113.42
834,True,172.07,103.61,104.34,4.34,2.85,113.03
835,True,172.15,104.08,104.1,4.34,2.78,113.33
836,True,172.52,103.98,103.74,4.66,3.19,113.44
837,True,172.18,103.6,103.76,3.59,2.75,112.24
838,True,171.72,103.96,103.19,3.81,2.83,113.27
839,True,172.09,104.2,103.85,4.87,3.04,113.24
840,True,172.48,103.71,103.79,3.91,2.96,112.49
841,True,172.36,103.92,103.08,3.69,3.1,112.88
842,True,172.89,103.77,104.24,4.12,3.01,113.72
843,True,172.61,103.98,103.73,3.87,3.16,113.11
844,True,171.62,104.14,104.49,4.13,2.99,113.35
845,True,172.02,104.21,104.05,4.15,2.9,113.62
846,True,171.83,104.01,103.88,4.18,3.04,112.69
847,True,172.14,104.07,103.83,3.79,3.14,113.85
848,True,172.44,104.26,103.56,3.48,3.12,112.7
849,True,172.02,104.07,104.13,3.72,2.96,112.56
850,True,172.19,103.77,103.39,4.17,3.17,113.14
851,True,172.16,103.76,103.72,4.18,3.02,113.43
852,True,171.92,103.72,103.66,4.41,2.65,113.4
853,True,171.74,104.0,103.83,3.95,3.03,114.15
854,True,171.87,103.95,103.52,3.94,3.02,113.33
855,True,172.26,104.66,103.58,4.36,2.8,112.44
856,True,171.94,104.52,103.77,4.1,3.08,112.75
857,True,172.18,104.04,104.12,4.26,3.34,113.67
858,True,172.3,104.18,104.1,4.52,3.02,113.02
859,True,171.85,103.85,103.45,3.85,3.09,113.1
860,True,171.38,103.83,103.99,4.44,3.12,113.48
861,True,171.86,104.21,103.74,4.43,2.9,113.65
862,True,172.08,103.78,103.13,3.44,2.88,113.22
863,True,171.97,104.0,103.37,3.86,3.21,112.87
864,True,171.68,103.54,104.31,3.9,3.1,112.91
865,True,172.34,103.94,103.91,4.13,3.23,112.85
866,True,171.67,103.76,103.59,3.82,3.17,112.77
867,True,172.12,104.32,103.19,4.04,3.28,113.11
868,True,172.23,103.87,104.05,3.9,3.09,113.38
869,True,172.25,104.21,103.79,3.84,3.25,112.71
870,True,172.14,104.34,103.98,3.84,2.98,113.05
871,True,171.37,104.07,103.75,4.11,3.07,113.27
872,True,171.66,104.42,103.5,3.76,3.2,112.94
873,True,172.29,103.93,103.82,4.25,3.11,113.54
874,True,172.22,103.75,103.91,4.5,3.19,113.06
875,True,171.94,104.09,103.28,3.98,3.13,113.53
876,True,172.18,103.85,103.67,3.83,2.96,113.09
877,True,171.95,103.62,103.91,4.91,2.9,113.17
878,True,172.27,104.21,103.59,3.9,3.07,113.31
879,True,172.34,104.14,104.06,4.11,3.01,113.78
880,True,171.71,104.31,104.1,4.54,3.12,113.11
881,True,171.54,104.36,103.83,3.86,3.06,112.92
882,True,172.16,103.77,103.63,4.06,3.12,113.02
883,True,171.73,104.38,103.26,4.0,3.04,112.72
884,True,172.57,103.78,103.65,4.27,3.04,113.0
885,True,171.71,104.14,103.99,4.49,3.15,113.21
886,True,172.0,104.35,103.29,3.73,3.11,113.18
887,True,172.08,104.04,104.08,3.66,3.3,113.41
888,True,172.15,104.28,103.67,4.28,3.24,113.35
889,True,172.31,103.94,103.89,4.0,3.2,113.8
890,True,172.35,104.04,104.18,4.47,3.03,113.15
891,True,172.16,103.63,103.59,4.25,3.38,113.58
892,True,172.63,104.13,104.17,3.77,3.45,113.34
893,True,172.2,103.52,103.78,3.66,3.4,113.35
894,True,172.02,103.67,104.22,4.4,3.04,113.33
895,True,171.81,103.68,103.8,4.13,2.98,113.82
896,True,171.66,104.0,103.47,3.9,2.99,112.65
897,True,172.0,103.65,103.83,2.98,2.76,113.17
898,True,171.95,103.65,103.9,3.98,3.2,112.68
899,True,172.39,103.98,104.05,4.26,2.98,113.41
900,True,171.65,103.84,104.25,3.56,3.22,113.63
901,True,171.83,104.08,103.7,3.28,2.88,113.56
902,True,171.5,104.27,104.04,3.97,3.37,112.98
903,True,171.41,104.03,104.21,4.26,3.11,113.49
904,True,172.16,104.1,103.78,3.84,3.03,113.13
905,True,171.99,104.76,104.55,4.39,3.02,113.7
906,True,172.32,103.97,104.33,4.06,3.08,113.73
907,True,171.99,104.44,103.88,4.04,2.89,113.01
908,True,172.22,104.05,103.86,4.68,3.05,113.04
909,True,171.62,103.8,103.48,4.16,3.35,112.83
910,True,171.84,104.03,103.88,4.31,3.18,113.07
911,True,172.05,103.75,104.15,4.39,2.87,112.83
912,True,172.25,103.93,103.49,4.17,2.8,113.56
913,True,171.98,103.75,103.83,4.39,3.32,112.97
914,True,171.65,103.82,103.37,4.37,2.98,113.04
915,True,172.37,104.11,104.09,4.78,3.09,113.42
916,True,171.64,103.9,104.07,3.6,3.39,113.18
917,True,171.99,103.62,103.42,3.48,3.37,112.94
918,True,172.48,103.59,104.03,4.1,2.74,112.78
919,True,171.92,103.68,103.45,4.22,2.58,113.68
920,True,171.85,103.27,103.96,4.0,2.65,113.62
921,True,171.36,103.72,104.76,4.17,2.88,113.14
922,True,172.24,103.95,103.52,4.33,2.88,113.48
923,True,171.49,104.24,104.32,3.58,3.07,113.8
924,True,172.45,103.99,104.39,3.43,2.66,112.93
925,True,171.82,103.61,103.84,3.99,2.73,113.4
926,True,172.15,103.98,103.89,4.21,3.08,113.61
927,True,172.18,104.65,103.81,3.95,3.07,113.03
928,True,172.39,104.08,103.76,3.85,2.95,113.23
929,True,172.13,104.1,103.69,4.39,2.86,113.06
930,True,172.36,103.52,103.7,4.17,3.29,113.33
931,True,171.83,104.01,103.92,4.35,3.08,112.47
932,True,171.77,104.27,103.94,4.34,2.87,113.21
933,True,172.05,103.78,103.81,4.17,3.08,113.35
934,True,172.17,104.27,104.32,4.52,3.32,113.48
935,True,171.52,103.85,103.75,3.95,3.09,112.97
936,True,172.17,104.06,103.37,4.32,3.31,113.66
937,True,171.64,103.6,103.76,4.42,2.98,112.94
938,True,172.19,104.08,104.17,4.17,3.26,113.07
939,True,171.94,104.64,103.7,4.36,2.98,112.83
940,True,171.9,104.11,103.69,3.68,3.08,112.74
941,True,172.13,103.35,104.17,4.23,3.27,113.06
942,True,172.1,104.17,103.78,4.61,2.84,113.35
943,True,171.79,103.56,103.77,4.15,2.8,112.67
944,True,171.66,103.68,103.41,4.35,3.33,113.74
945,True,172.09,103.74,103.52,4.12,3.02,112.78
946,True,171.63,103.87,104.66,4.07,3.27,112.68
947,True,171.9,104.08,103.94,4.17,2.97,113.05
948,True,171.84,104.39,103.83,3.77,2.97,113.05
949,True,172.02,103.89,103.93,4.14,3.18,113.75
950,True,172.4,104.09,103.74,3.74,3.13,113.46
951,True,171.95,103.86,103.8,4.51,2.87,112.17
952,True,172.39,104.2,103.88,3.95,3.36,113.07
953,True,171.66,103.54,104.16,4.0,3.33,113.53
954,True,171.77,103.63,103.59,3.52,3.32,112.77
955,True,172.37,104.06,103.69,4.09,2.87,113.68
956,True,172.22,103.72,103.8,4.36,3.22,112.84
957,True,172.24,103.8,104.36,4.18,2.99,113.81
958,True,172.15,103.84,103.32,4.21,3.03,112.89
959,True,172.31,103.98,103.53,4.04,2.97,113.47
960,True,171.87,103.88,104.07,3.8,2.9,113.36
961,True,171.79,103.77,104.0,4.1,3.05,112.67
962,True,172.12,103.64,103.65,4.23,3.18,112.67
963,True,172.09,103.65,103.25,3.96,2.85,113.2
964,True,171.84,103.72,103.57,4.33,2.83,113.31
965,True,171.42,104.79,104.16,3.45,3.16,112.64
966,True,171.92,104.57,104.17,4.09,2.88,113.12
967,True,172.36,104.09,103.75,3.98,2.93,112.7
968,True,172.06,103.56,103.76,3.83,3.05,113.42
969,True,171.75,103.6,103.06,4.03,2.98,112.96
970,True,172.06,104.45,103.73,4.18,3.5,113.36
971,True,171.57,103.58,104.06,3.86,2.94,113.03
972,True,171.4,103.88,103.54,3.75,2.8,113.01
973,True,172.41,104.1,103.9,4.06,3.14,112.61
974,True,172.06,104.08,103.47,4.47,2.97,114.32
975,True,172.43,104.04,104.26,4.56,3.24,112.82
976,True,172.31,104.29,103.72,3.98,2.87,112.4
977,True,171.62,103.94,104.14,4.59,3.3,113.5
978,True,172.43,103.65,104.3,4.09,2.94,113.06
979,True,172.0,103.76,104.07,4.36,2.59,113.64
980,True,172.12,104.08,104.49,4.09,3.56,113.5
981,True,172.02,104.23,103.72,4.13,2.99,113.37
982,True,171.43,104.52,103.42,4.05,2.82,113.02
983,True,172.33,103.69,103.66,3.76,3.09,113.66
984,True,171.63,103.7,103.63,4.21,3.25,112.76
985,True,171.88,103.87,104.02,4.12,3.33,112.47
986,True,171.92,103.61,103.83,4.08,2.72,112.4
987,True,171.83,103.77,103.84,4.1,3.1,113.1
988,True,172.25,103.99,103.84,3.81,2.99,113.36
989,True,171.68,103.9,103.68,3.78,2.74,113.6
990,True,171.74,103.9,103.6,3.87,2.89,113.36
991,True,172.21,104.42,103.53,4.48,3.05,113.11
992,True,171.79,103.69,103.68,3.65,2.77,112.78
993,True,171.91,103.73,103.51,4.6,3.1,113.53
994,True,172.11,104.12,103.83,3.9,2.72,113.28
